    Table  	Table Abbreviation	Column	 Normal title  	Type	Length	expression
GDIAACC  	GDA	DIE	 Types de dimensions	 DIE  	   	[DIE]DIE0=[GDA]DIE
GDIAACC  	GDA	EXPNUM	 Numéro d'exportation	 L  	8	
GDIAACC  	GDA	GFY	 Groupe	 AGF  	   	[AGF]AGF0=[GDA]GFY
GDIAACC  	GDA	NBRACC	 Nombre de comptes	 C  	2	
GDIAACC  	GDA	NBRDIE	 Non, faible.	 C  	2	
GDIAACC  	GDA	SHOTRA	 Brève description	 AX1  	   	
GDIAACC  	GDA	UPDDAT	 Date de modification	 D  	   	
GDIAACC  	GDA	UPDDATTIM	 Date et heure	 ADATIM  	   	
GDIAACC  	GDA	UPDUSR	 Changer d'auteur	 A  	5	
GDIAACC  	GDA	VLYEND	 Date de fin de validité	 D  	   	
GDIAACC  	GDA	VLYSTR	 Date de début de validité	 D  	   	
GDIAACCD  	GDC	ACC	 Compte	 GAC  	   	[GAC]GAC0=[GDC]ACC
GDIAACCD  	GDC	AUUID	 Identifiant unique	 AUUID  	   	
GDIAACCD  	GDC	BPR	 PA	 BPR  	   	[BPR]BPR0=[GDC]BPR
GDIAACCD  	GDC	CCE	 Dimension	 CCE  	   	[CCE]CCE0=[GDC]CCE
GDIAACCD  	GDC	COE	 Coefficient	 DCB  	9	
GDIAACCD  	GDC	CREDAT	 Date créée	 D  	   	
GDIAACCD  	GDC	CREDATTIM	 Date et heure	 ADATIM  	   	
GDIAACCD  	GDC	CREUSR	 Auteur de la création	 A  	5	
GDIAACCD  	GDC	DIA	 Structure	 GDA  	   	[GDA]GDA0=[GDC]DIA
GDIAACCD  	GDC	DSP	 Distribution	 DSP  	   	"[DSP]DSP0=DSP;1"
GDIAACCD  	GDC	EXPNUM	 Numéro d'exportation	 L  	8	
GDIAACCD  	GDC	LIGDES	 Description	 AFR  	250	
GDIAACCD  	GDC	LINNUM	 Numéro de ligne	 C  	2	
GDIAACCD  	GDC	UPDDAT	 Date de modification	 D  	   	
GDIAACCD  	GDC	UPDDATTIM	 Date et heure	 ADATIM  	   	
GDIAACCD  	GDC	UPDUSR	 Changer d'auteur	 A  	5	
GDIAACCD  	GDC	VAT	 Impôt	 VAT  	   	"[TVT]TVT0=VAT;[V]GSUPCLE"
GDIAENTRY  	GDE	ACS	 Code d'accès	 ACS  	   	[ACS]ACS0=[GDE]ACS
GDIAENTRY  	GDE	AUUID	 Identifiant unique	 AUUID  	   	
GDIAENTRY  	GDE	BPRFLG	 Recherche de PA	 A  	10	
GDIAENTRY  	GDE	CDE	 Dimensions par défaut	 CDE  	   	"[CDE]CDE0=CDE;[V]GSUPCLE"
GDIAENTRY  	GDE	CREDAT	 Date créée	 D  	   	
GDIAENTRY  	GDE	CREDATTIM	 Date et heure	 ADATIM  	   	
GDIAENTRY  	GDE	CREUSR	 Auteur de la création	 A  	5	
GDIAENTRY  	GDE	DES	 Description	 DES  	   	
GDIAENTRY  	GDE	DESSHO	 Brève description	 SHO  	   	
GDIAENTRY  	GDE	DESTRA	 Description	 AX3  	   	
GDIAENTRY  	GDE	DIA	 Transaction	 GDE  	   	[GDE]DIA=[GDE]DIA
GDIAENTRY  	GDE	DIAACC	 Structure du compte	 GDA  	   	[GDA]GDA0=[GDE]DIAACC
GDIAENTRY  	GDE	ENAFLG	 Actif	 M  	4	
GDIAENTRY  	GDE	EXPNUM	 Numéro d'exportation	 L  	8	
GDIAENTRY  	GDE	FLGBRO	 Afficher la liste de gauche	 M  	4	
GDIAENTRY  	GDE	FLGEQL	 Entrée équilibrée	 M  	4	
GDIAENTRY  	GDE	FLGLOT	 Saisie par lots	 M  	4	
GDIAENTRY  	GDE	FLGPAG	 Une seule page	 M  	4	
GDIAENTRY  	GDE	GCM	 Modèle de base du compte	 GCM  	   	[GCM]GCM0=[GDE]GCM
GDIAENTRY  	GDE	GFY	 Groupe	 AGF  	   	[AGF]AGF0=[GDE]GFY
GDIAENTRY  	GDE	LEDTYP	 Type de grand livre	 M  	   	
GDIAENTRY  	GDE	LEG	 Législation	 ADI  	   	"[ADI]CODE=909;LEG"
GDIAENTRY  	GDE	NBRCOL	 Nombre de colonnes fixes	 C  	2	
GDIAENTRY  	GDE	NBRGDA	 Nombre de structures	 C  	2	
GDIAENTRY  	GDE	NBRLED	 Nombre de grands livres	 C  	2	
GDIAENTRY  	GDE	NBRRAT	 N° taux de change	 C  	2	
GDIAENTRY  	GDE	SHOTRA	 Brève description	 AX1  	   	
GDIAENTRY  	GDE	TYPENT	 Type d'entrée	 M  	3	
GDIAENTRY  	GDE	UPDDAT	 Date de modification	 D  	   	
GDIAENTRY  	GDE	UPDDATTIM	 Date et heure	 ADATIM  	   	
GDIAENTRY  	GDE	UPDUSR	 Changer d'auteur	 A  	5	
GDIAENTRY  	GDE	VLYEND	 Date de fin de validité	 D  	   	
GDIAENTRY  	GDE	VLYSTR	 Date de début de validité	 D  	   	
GDIAENTRYD  	GDD	AUUID	 Identifiant unique	 AUUID  	   	
GDIAENTRYD  	GDD	CRD	 Mode formulaire	 M  	4	
GDIAENTRYD  	GDD	CREDATTIM	 Date et heure	 ADATIM  	   	
GDIAENTRYD  	GDD	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GDD]CREUSR
GDIAENTRYD  	GDD	CTL	 Contrôle	 ACL  	   	[ACL]ACL0=[GDD]CTL
GDIAENTRYD  	GDD	DAC	 Mode d'entrée	 M  	15	
GDIAENTRYD  	GDD	DEFVAL	 Valeur par défaut	 AFR  	250	
GDIAENTRYD  	GDD	DIA	 Transaction	 GDE  	   	[GDE]DIA=[GDD]DIA
GDIAENTRYD  	GDD	FLD	 Champ	 A  	20	
GDIAENTRYD  	GDD	UPDDATTIM	 Date et heure	 ADATIM  	   	
GDIAENTRYD  	GDD	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GDD]UPDUSR
GDIE  	DIE	ACS	 Code d'accès	 ACS  	   	[ACS]ACS0=[DIE]ACS
GDIE  	DIE	AUUID	 Identifiant unique	 AUUID  	   	
GDIE  	DIE	CCECRE	 Création automatique	 ADI  	   	"[ADI]CODE=326;CCECRE"
GDIE  	DIE	CCEFMT	 Format des dimensions	 A  	15	
GDIE  	DIE	CCEMIS	 Dimensions diverses	 CCE  	   	"[CCE]CCE0=DIE;CCEMIS"
GDIE  	DIE	COLHEA	 En-tête de colonne	 AX1  	   	
GDIE  	DIE	CREAUT	 Création automatique	 M  	4	
GDIE  	DIE	CREDAT	 Date créée	 D  	   	
GDIE  	DIE	CREDATTIM	 Date et heure	 ADATIM  	   	
GDIE  	DIE	CRETIM	 Temps	 L  	8	
GDIE  	DIE	CREUSR	 Utilisateur de création	 A  	5	
GDIE  	DIE	DES	 Description	 DES  	   	
GDIE  	DIE	DESSHO	 Brève description	 SHO  	   	
GDIE  	DIE	DESTRA	 Description	 AX3  	   	
GDIE  	DIE	DIE	 Type de cote	 DIE  	   	[DIE]DIE0=[DIE]DIE
GDIE  	DIE	ENT	 Entité	 M  	4	
GDIE  	DIE	ENV	 Enveloppe	 M  	4	
GDIE  	DIE	EXPNUM	 Numéro d'exportation	 L  	8	
GDIE  	DIE	FLGMODACE	 Modifier les entrées finales	 M  	4	
GDIE  	DIE	PCCFLG	 Type de coût	 M  	4	
GDIE  	DIE	PJMFLG	 Gestion de projet	 M  	4	
GDIE  	DIE	PRJMGT	 Pas de c/fwd.	 M  	4	
GDIE  	DIE	SHOTRA	 Brève description	 AX1  	   	
GDIE  	DIE	UPDDAT	 Date de modification	 D  	   	
GDIE  	DIE	UPDDATTIM	 Date et heure	 ADATIM  	   	
GDIE  	DIE	UPDTIM	 Temps	 L  	8	
GDIE  	DIE	UPDUSR	 Changer d'utilisateur	 A  	5	
GDPDUDUD  	GDPDUD	ACCNUM	 Numéro interne	 L  	8	
GDPDUDUD  	GDPDUD	AMTCUR	 Montant en devise	 MD1  	   	
GDPDUDUD  	GDPDUD	AMTLOC	 Réf. montant. courant.	 MD1  	   	
GDPDUDUD  	GDPDUD	AUUID	 Identifiant unique	 AUUID  	   	
GDPDUDUD  	GDPDUD	BPAPAY	 Adresse du partenaire commercial	 ADR  	   	
GDPDUDUD  	GDPDUD	BPR	 Tiers de facturation/commande	 BPR  	   	[BPR]BPR0=[GDPDUD]BPR
GDPDUDUD  	GDPDUD	BPRPAY	 Payer par	 BPR  	   	[BPR]BPR0=[GDPDUD]BPRPAY
GDPDUDUD  	GDPDUD	BPRTYP	 Type de PA	 M  	15	
GDPDUDUD  	GDPDUD	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[GDPDUD]CPY
GDPDUDUD  	GDPDUD	CREDAT	 Date créée	 D  	   	
GDPDUDUD  	GDPDUD	CREDATTIM	 Date et heure	 ADATIM  	   	
GDPDUDUD  	GDPDUD	CREUSR	 Utilisateur de création	 A  	5	
GDPDUDUD  	GDPDUD	CUR	 Devise	 CUR  	   	[TCU]TCU0=[GDPDUD]CUR
GDPDUDUD  	GDPDUD	DUDLIG	 Numéro de date d'échéance	 C  	3	
GDPDUDUD  	GDPDUD	FCTVCR	 Reçu	 VCR  	   	
GDPDUDUD  	GDPDUD	FCY	 Site	 FCY  	   	[FCY]FCY0=[GDPDUD]FCY
GDPDUDUD  	GDPDUD	FIY	 Exercice fiscal	 C  	2	
GDPDUDUD  	GDPDUD	FLGCLE	 Fermé	 C  	1	
GDPDUDUD  	GDPDUD	LIG	 Numéro de ligne	 C  	3	
GDPDUDUD  	GDPDUD	NUM	 Document n°	 VCR  	   	
GDPDUDUD  	GDPDUD	NUMDUD	 Nombre unique	 A  	15	
GDPDUDUD  	GDPDUD	PAYCUR	 Payé	 MD1  	   	
GDPDUDUD  	GDPDUD	PAYDAT	 Date de paiement	 D  	   	
GDPDUDUD  	GDPDUD	PAYLOC	 Réf. payante. devise	 MD1  	   	
GDPDUDUD  	GDPDUD	PER	 Période	 C  	2	
GDPDUDUD  	GDPDUD	SAC	 Contrôle	 SAC  	   	
GDPDUDUD  	GDPDUD	SNS	 Signe	 C  	2	
GDPDUDUD  	GDPDUD	TMPCUR	 Paiement provisoire	 MD1  	   	
GDPDUDUD  	GDPDUD	TMPLOC	 Paiement provisoire	 MD1  	   	
GDPDUDUD  	GDPDUD	TYP	 Type d'entrée	 GTE  	   	"[GTE]GTE0=TYP;[V]GSUPCLE"
GDPDUDUD  	GDPDUD	UMRNUM	 Référence du mandat	 MDT  	   	"[MDT]MDT0=CPY;UMRNUM"
GDPDUDUD  	GDPDUD	UPDDATTIM	 Date et heure	 ADATIM  	   	
GDPDUDUD  	GDPDUD	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GDPDUD]UPDUSR
GDPDUDUD  	GDPDUD	USERID	 Identité utilisateur + adxuid	 ID  	   	
GDPDUDUD  	GDPDUD	VAT	 Impôt	 VAT  	   	"[TVT]TVT0=VAT;[V]GSUPCLE"
GDUDSCR  	GDS	AUUID	 Identifiant unique	 AUUID  	   	
GDUDSCR  	GDS	COD	 Code écran	 GDS  	   	[GDS]GDS0=[GDS]COD
GDUDSCR  	GDS	CREDAT	 Date créée	 D  	   	
GDUDSCR  	GDS	CREDATTIM	 Date et heure	 ADATIM  	   	
GDUDSCR  	GDS	CREUSR	 Utilisateur de création	 A  	5	
GDUDSCR  	GDS	DAC	 Commande	 C  	4	
GDUDSCR  	GDS	DES	 Description	 DES  	   	
GDUDSCR  	GDS	DESTRA	#VALEUR!	 AX3  	   	
GDUDSCR  	GDS	ENAFLG	 Actif	 M  	4	
GDUDSCR  	GDS	FLD	 Champ	 A  	10	
GDUDSCR  	GDS	NBRCOL	 Nombre de colonnes fixes	 C  	2	
GDUDSCR  	GDS	NBRFLD	 N° de champ	 C  	2	
GDUDSCR  	GDS	NBRLIG	 Nombre de lignes	 C  	4	
GDUDSCR  	GDS	SAI	 Saisir	 M  	4	
GDUDSCR  	GDS	SHOTRA	 Brève description	 AX1  	   	
GDUDSCR  	GDS	TOTDUD	 Total des postes non soldés	 M  	4	
GDUDSCR  	GDS	UPDDAT	 Date de modification	 D  	   	
GDUDSCR  	GDS	UPDDATTIM	 Date et heure	 ADATIM  	   	
GDUDSCR  	GDS	UPDUSR	 Changer d'utilisateur	 A  	5	
GENTLOT  	LOT	AUUID	 Identifiant unique	 AUUID  	   	
GENTLOT  	LOT	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[LOT]CPY
GENTLOT  	LOT	CREDAT	 Date créée	 D  	   	
GENTLOT  	LOT	CREDATTIM	 Date et heure	 ADATIM  	   	
GENTLOT  	LOT	CREUSR	 Auteur de la création	 A  	5	
GENTLOT  	LOT	DACDIA	 Transaction	 GDE  	   	[GDE]DIA=[LOT]DACDIA
GENTLOT  	LOT	DACDIAGAS	 Transaction	 GDE  	   	[GDE]DIA=[LOT]DACDIAGAS
GENTLOT  	LOT	DESLOT	 Description	 DES  	   	
GENTLOT  	LOT	FCY	 Site	 FCY  	   	[FCY]FCY0=[LOT]FCY
GENTLOT  	LOT	JOU	 Journal	 JOU  	   	"[JOU]JOU0=JOU;[V]GSUPCLE"
GENTLOT  	LOT	LOT	 Code du lot	 VCR  	   	
GENTLOT  	LOT	UPDDAT	 Date de modification	 D  	   	
GENTLOT  	LOT	UPDDATTIM	 Date et heure	 ADATIM  	   	
GENTLOT  	LOT	UPDFLG	 Indicateur validé	 M  	4	
GENTLOT  	LOT	UPDUSR	 Changer d'auteur	 A  	5	
GENTLOTA  	LOA	AMTCUR	 Montant en devise	 MD1  	   	
GENTLOTA  	LOA	ANALIN	 Informations sur la commande	 C  	3	
GENTLOTA  	LOA	AUUID	 Identifiant unique	 AUUID  	   	
GENTLOTA  	LOA	CCE	 Dimension analytique	 CCE  	   	"[CCE]CCE0=DIE(indice);CCE(indice)"
GENTLOTA  	LOA	CREDATTIM	 Date et heure	 ADATIM  	   	
GENTLOTA  	LOA	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[LOA]CREUSR
GENTLOTA  	LOA	DIE	 Code du type de dimension	 DIE  	   	[DIE]DIE0=[LOA]DIE
GENTLOTA  	LOA	LIN	 Numéro de ligne	 C  	3	
GENTLOTA  	LOA	LOT	 Parcelle	 VCR  	   	
GENTLOTA  	LOA	ORNVCR	 Numéro de journal	 C  	4	
GENTLOTA  	LOA	QTY	 Quantité	 QTY  	   	
GENTLOTA  	LOA	UPDDATTIM	 Date et heure	 ADATIM  	   	
GENTLOTA  	LOA	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[LOA]UPDUSR
GENTLOTD  	LOD	ACC	 Comptes généraux	 GAC  	   	"[GAC]GAC0=COA;ACC"
GENTLOTD  	LOD	AMTCUR	 Montant en devise	 MD1  	   	
GENTLOTD  	LOD	AUUID	 Identifiant unique	 AUUID  	   	
GENTLOTD  	LOD	BPR	 PA	 BPR  	   	[BPR]BPR0=[LOD]BPR
GENTLOTD  	LOD	COA	 Code de carte	 COA  	   	[COA]COA0=[LOD]COA
GENTLOTD  	LOD	CREDATTIM	 Date et heure	 ADATIM  	   	
GENTLOTD  	LOD	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[LOD]CREUSR
GENTLOTD  	LOD	DES	 Description	 DES  	   	
GENTLOTD  	LOD	DSP	 Distribution	 DSP  	   	"[DSP]DSP0=DSP;1"
GENTLOTD  	LOD	FCYLIN	 Site	 FCY  	   	[FCY]FCY0=[LOD]FCYLIN
GENTLOTD  	LOD	FREREF	 Référence gratuite	 REF  	   	
GENTLOTD  	LOD	LEDTYP	 Type de grand livre	 M  	   	
GENTLOTD  	LOD	LIN	 Numéro de ligne	 C  	3	
GENTLOTD  	LOD	LOT	 Parcelle	 VCR  	   	
GENTLOTD  	LOD	OFFACC	 Compenser	 A  	15	
GENTLOTD  	LOD	ORNVCR	 Numéro de journal	 C  	4	
GENTLOTD  	LOD	QTY	 Quantité	 QTY  	   	
GENTLOTD  	LOD	SAC	 Contrôle	 SAC  	   	
GENTLOTD  	LOD	SNS	 Signe	 C  	2	
GENTLOTD  	LOD	STT1	 Statistiques	 ADI  	   	"[ADI]CODE=351;STT1"
GENTLOTD  	LOD	STT2	 Statistiques	 ADI  	   	"[ADI]CODE=352;STT2"
GENTLOTD  	LOD	STT3	 Statistiques	 ADI  	   	"[ADI]CODE=353;STT3"
GENTLOTD  	LOD	TAX	 Impôt	 VAT  	   	"[TVT]TVT0=TAX;[V]GSUPCLE"
GENTLOTD  	LOD	UPDDATTIM	 Date et heure	 ADATIM  	   	
GENTLOTD  	LOD	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[LOD]UPDUSR
GENTLOTH  	LOH	ACCDAT	 Date comptable	 D  	   	
GENTLOTH  	LOH	AUUID	 Identifiant unique	 AUUID  	   	
GENTLOTH  	LOH	BANDAT	 Date de banque	 D  	   	
GENTLOTH  	LOH	BPRDATVCR	 Date du document	 D  	   	
GENTLOTH  	LOH	BPRVCR	 Document source	 A  	20	
GENTLOTH  	LOH	CREDATTIM	 Date et heure	 ADATIM  	   	
GENTLOTH  	LOH	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[LOH]CREUSR
GENTLOTH  	LOH	CUR	 Devise	 CUR  	   	[TCU]TCU0=[LOH]CUR
GENTLOTH  	LOH	CURMGT	 Devise	 CUR  	   	[TCU]TCU0=[LOH]CURMGT
GENTLOTH  	LOH	DESVCR	 Description	 DES  	   	
GENTLOTH  	LOH	DUDDAT	 Date d'échéance	 D  	   	
GENTLOTH  	LOH	ENTDAT	 Date d'entrée	 D  	   	
GENTLOTH  	LOH	FCYLIN	 Site	 FCY  	   	[FCY]FCY0=[LOH]FCYLIN
GENTLOTH  	LOH	FLGDAS	 DAS2	 M  	4	
GENTLOTH  	LOH	FLGFUP	 Rappel	 M  	4	
GENTLOTH  	LOH	FLGPAZ	 Approbation du paiement	 M  	15	
GENTLOTH  	LOH	LOT	 Parcelle	 VCR  	   	
GENTLOTH  	LOH	NBRCUR	 Nombre de devises	 C  	1	
GENTLOTH  	LOH	NUM	 Numéro de document	 VCR  	   	
GENTLOTH  	LOH	ORNVCR	 Numéro de journal	 C  	4	
GENTLOTH  	LOH	RATDAT	 Date du tarif	 D  	   	
GENTLOTH  	LOH	RATDIV	 Taux de division	 RCU  	   	
GENTLOTH  	LOH	RATMLT	 Taux multiplicateur	 RCU  	   	
GENTLOTH  	LOH	REF	 Référence	 REF  	   	
GENTLOTH  	LOH	RVS	 Renversement	 M  	15	
GENTLOTH  	LOH	RVSDAT	 Date d'annulation	 D  	   	
GENTLOTH  	LOH	TYP	 Type d'entrée	 GTE  	   	"[GTE]GTE0=TYP;[V]GSUPCLE"
GENTLOTH  	LOH	TYPDUD	 Type de poste non soldé	 M  	15	
GENTLOTH  	LOH	TYPRAT	 Type de taux	 M  	15	
GENTLOTH  	LOH	UPDDATTIM	 Date et heure	 ADATIM  	   	
GENTLOTH  	LOH	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[LOH]UPDUSR
GENTLOTH  	LOH	VALDAT	 Date de valeur	 D  	   	
GFSATT  	GFSATT	ATTCOD	 Attribut	 GFSATT  	   	[GFSATT]ATT0=[GFSATT]ATTCOD
GFSATT  	GFSATT	ATTDESAXX	 Description	 AXX  	   	
GFSATT  	GFSATT	AUUID	 Identifiant unique	 AUUID  	   	
GFSATT  	GFSATT	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSATT  	GFSATT	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSATT]CREUSR
GFSATT  	GFSATT	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSATT  	GFSATT	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSATT]UPDUSR
GFSATTVAL  	GFSATTV	ATTCOD	 Attribut	 GFSATT  	   	[GFSATT]ATT0=[GFSATTV]ATTCOD
GFSATTVAL  	GFSATTV	ATTVALCOD	 Valeur d'attribut	 GFSATTV  	   	[GFSATTV]ATTVAL0=[GFSATTV]ATTVALCOD
GFSATTVAL  	GFSATTV	ATTVALDESAXX	 Description	 AXX  	   	
GFSATTVAL  	GFSATTV	AUUID	 Identifiant unique	 AUUID  	   	
GFSATTVAL  	GFSATTV	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSATTVAL  	GFSATTV	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSATTV]CREUSR
GFSATTVAL  	GFSATTV	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSATTVAL  	GFSATTV	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSATTV]UPDUSR
GFSCALEXP  	GFSCEP	AUUID	 Identifiant unique	 AUUID  	   	
GFSCALEXP  	GFSCEP	COMMENT	 Commentaire	 A  	240	
GFSCALEXP  	GFSCEP	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSCALEXP  	GFSCEP	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSCEP]CREUSR
GFSCALEXP  	GFSCEP	EDITABLE	 Exception modifiable	 C  	2	
GFSCALEXP  	GFSCEP	ENDDAT	 Date de fin	 D  	   	
GFSCALEXP  	GFSCEP	ENDTIME	 Heure de fin	 HMD  	   	
GFSCALEXP  	GFSCEP	OPENED	 La période est-elle ouverte	 C  	2	
GFSCALEXP  	GFSCEP	STRDAT	 Date de début	 D  	   	
GFSCALEXP  	GFSCEP	STRTIME	 Heure de début	 HMD  	   	
GFSCALEXP  	GFSCEP	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSCALEXP  	GFSCEP	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSCEP]UPDUSR
GFSCALEXP  	GFSCEP	WST	 Centre de travail	 WST  	   	
GFSCALEXP  	GFSCEP	WSTFCY	 Site	 FCY  	   	[FCY]FCY0=[GFSCEP]WSTFCY
GFSCUSFLDS  	GFSCF	AUUID	 Identifiant unique	 AUUID  	   	
GFSCUSFLDS  	GFSCF	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSCUSFLDS  	GFSCF	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSCF]CREUSR
GFSCUSFLDS  	GFSCF	ENTTYP	 Type d'entité	 A  	10	
GFSCUSFLDS  	GFSCF	FLDORD	 Ordre numérique	 C  	4	
GFSCUSFLDS  	GFSCF	FLDTYP	 Type de champ	 A  	20	
GFSCUSFLDS  	GFSCF	FORMULE	 Formule	 AFF  	250	
GFSCUSFLDS  	GFSCF	MENNUM	 Chapitre	 C  	4	
GFSCUSFLDS  	GFSCF	MESNUM	 Message	 C  	4	
GFSCUSFLDS  	GFSCF	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSCUSFLDS  	GFSCF	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSCF]UPDUSR
GFSCUSVALS  	GFSCV	AUUID	 Identifiant unique	 AUUID  	   	
GFSCUSVALS  	GFSCV	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSCUSVALS  	GFSCV	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSCV]CREUSR
GFSCUSVALS  	GFSCV	DEFFLG	 Défaut	 M  	4	
GFSCUSVALS  	GFSCV	FCY	 Site	 FCY  	   	[FCY]FCY0=[GFSCV]FCY
GFSCUSVALS  	GFSCV	OPCUSFLD	 Champ personnalisé OP	 C  	4	
GFSCUSVALS  	GFSCV	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSCUSVALS  	GFSCV	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSCV]UPDUSR
GFSCUSVALS  	GFSCV	WOCUSFLD	 Champ personnalisé WO	 C  	4	
GFSITFATTV  	GFSIAV	ATTCOD	 Attribut	 GFSATT  	   	[GFSATT]ATT0=[GFSIAV]ATTCOD
GFSITFATTV  	GFSIAV	ATTVALCOD	 Valeur d'attribut	 GFSATTV  	   	"[GFSATTV]ATTVAL0=ATTCOD;ATTVALCOD"
GFSITFATTV  	GFSIAV	AUUID	 Identifiant unique	 AUUID  	   	
GFSITFATTV  	GFSIAV	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSITFATTV  	GFSIAV	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSIAV]CREUSR
GFSITFATTV  	GFSIAV	ITMREF	 Produit	 ITF  	   	"[ITF]ITF0=ITMREF;STOFCY"
GFSITFATTV  	GFSIAV	STOFCY	 Site de stockage	 FCY  	   	[FCY]FCY0=[GFSIAV]STOFCY
GFSITFATTV  	GFSIAV	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSITFATTV  	GFSIAV	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSIAV]UPDUSR
GFSITMATT  	GFSIA	ATTCOD	 Attribut	 GFSATT  	   	[GFSATT]ATT0=[GFSIA]ATTCOD
GFSITMATT  	GFSIA	ATTVALCOD	 Valeur d'attribut	 GFSATTV  	   	"[GFSATTV]ATTVAL0=ATTCOD;ATTVALCOD"
GFSITMATT  	GFSIA	AUUID	 Identifiant unique	 AUUID  	   	
GFSITMATT  	GFSIA	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSITMATT  	GFSIA	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSIA]CREUSR
GFSITMATT  	GFSIA	ITMREF	 Produit	 ITM  	   	[ITM]ITM0=[GFSIA]ITMREF
GFSITMATT  	GFSIA	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSITMATT  	GFSIA	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSIA]UPDUSR
GFSMRK  	GFSMRK	AUUID	 Identifiant unique	 AUUID  	   	
GFSMRK  	GFSMRK	COMMENT	 Commentaire	 A  	240	
GFSMRK  	GFSMRK	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSMRK  	GFSMRK	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSMRK]CREUSR
GFSMRK  	GFSMRK	MFGNUM	 N ° de commande.	 VCR  	   	
GFSMRK  	GFSMRK	MRKID	 ID du marqueur	 A  	20	
GFSMRK  	GFSMRK	OPENUM	 Opération	 OPE  	   	
GFSMRK  	GFSMRK	OPESPLNUM	 Division de l'opération	 C  	4	
GFSMRK  	GFSMRK	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSMRK  	GFSMRK	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSMRK]UPDUSR
GFSOBJ  	GFSOBJ	AUUID	 Identifiant unique	 AUUID  	   	
GFSOBJ  	GFSOBJ	CREDAT	 Date créée	 D  	   	
GFSOBJ  	GFSOBJ	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSOBJ  	GFSOBJ	CREUSR	 Utilisateur de création	 AUS  	   	[AUS]CODUSR=[GFSOBJ]CREUSR
GFSOBJ  	GFSOBJ	DELFLG	 Effacement	 M  	4	
GFSOBJ  	GFSOBJ	FCY	 Site	 FCY  	   	[FCY]FCY0=[GFSOBJ]FCY
GFSOBJ  	GFSOBJ	IDENT1	 Identifiant 1	 ID1  	   	
GFSOBJ  	GFSOBJ	IDENT2	 Identifiant 2	 ID2  	   	
GFSOBJ  	GFSOBJ	INF1	 Informations 1	 INF  	   	
GFSOBJ  	GFSOBJ	INF2	 Informations 2	 INF  	   	
GFSOBJ  	GFSOBJ	INF3	 Informations 3	 INF  	   	
GFSOBJ  	GFSOBJ	INF4	 Informations 4	 INF  	   	
GFSOBJ  	GFSOBJ	TYP	 Objet	 A  	10	
GFSOBJ  	GFSOBJ	UPDDATTIM	 Date et heure	 ADATIM  	   	
